seed,profile,ants_requested,pre_days,post_days,adaptation_days,phase,food_x,food_y,phase_food_trips,phase_food_collected,day,model_version,calibration_status,px_per_cm,arena_width_cm,arena_height_cm,nest_radius_cm,sim_day_seconds,random_state,species,speed,ant_count_target,pheromone_strength,diffusion_rate,evaporation_rate,sense_threshold,temperature,humidity,resource_pressure,threat_pressure,hunger_pressure,brood_demand,soldier_ratio,ants,queens,role_worker,role_nurse,role_soldier,eggs,larvae,pupae,brood_total,dead,nest_corpses,disposed_corpses,food_store,water_store,carrying_food,carrying_water,carrying_corpse,avg_energy,avg_hydration,avg_turn_noise,low_noise_ants,high_noise_ants,brood_temp,brood_humidity,brood_stress,food_trips,water_trips,foraging_trips,food_collected,water_collected,food_trip_rate,water_trip_rate,corpse_moves,corpse_move_rate,task_explore,task_food,task_water,task_brood,task_corpse,task_patrol,task_defense,state_exploring,state_following_food_trail,state_following_water_trail,state_carrying_food,state_carrying_water,state_brood_care,state_corpse_cleanup,state_carrying_corpse,state_returning_to_recover,state_patrolling,food_pheromone,water_pheromone,nest_pheromone,alarm_pheromone,death_pheromone,avoid_pheromone
5,low,240,2,2,0.5,relocated_total,220,620,47,240,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3006994640,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,268,1958,17,0,0,87,89,0.018,240,0,25.9,59.2,0.24,49,0,49,251,0,12.25,0,0,0,198,10,0,0,0,32,0,7,165,0,17,0,0,0,0,0,32,58926,0,28216,0,0,0
1,medium,240,2,2,0.5,initial_food,960,180,7,35,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2775918439,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,63,1979,28,0,0,85,88,0.055,0,0,25.6,61.5,0.18,7,0,7,35,0,3.5,0,0,0,192,14,0,0,0,34,0,122,54,0,28,0,0,0,0,0,34,29592,0,30631,0,0,0
1,medium,240,2,2,0.5,relocated_early,220,620,2,11,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3811166433,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,71,1975,40,0,0,85,88,0.055,0,0,25.7,60.7,0.2,9,0,9,46,0,3.6,0,0,0,196,10,0,0,0,34,0,76,83,0,40,0,0,0,0,0,34,49951,0,29596,0,0,0
1,medium,240,2,2,0.5,relocated_late,220,620,24,117,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,249901576,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,175,1959,49,0,0,86,89,0.055,0,0,25.9,59.2,0.24,33,0,33,163,0,8.25,0,0,0,198,8,0,0,0,34,0,70,77,0,49,0,0,0,0,0,34,60674,0,26483,0,0,0
1,medium,240,2,2,0.5,relocated_total,220,620,26,128,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,249901576,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,175,1959,49,0,0,86,89,0.055,0,0,25.9,59.2,0.24,33,0,33,163,0,8.25,0,0,0,198,8,0,0,0,34,0,70,77,0,49,0,0,0,0,0,34,60674,0,26483,0,0,0
2,medium,240,2,2,0.5,initial_food,960,180,10,53,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3355673829,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,82,1979,27,0,0,86,88,0.055,0,0,25.6,61.5,0.18,10,0,10,53,0,5,0,0,0,199,5,0,0,0,36,0,140,33,0,27,0,0,0,0,0,36,24652,0,30613,0,0,0
2,medium,240,2,2,0.5,relocated_early,220,620,6,28,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1297407221,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,108,1976,30,0,0,86,88,0.055,0,0,25.7,60.7,0.2,16,0,16,81,0,6.4,0,0,0,200,4,0,0,0,36,0,94,72,0,30,0,0,0,0,0,36,37667,0,30233,0,0,0
2,medium,240,2,2,0.5,relocated_late,220,620,8,39,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1222279339,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,135,1959,51,0,0,86,89,0.055,0,0,25.9,59.2,0.24,24,0,24,120,0,6,0,0,0,200,4,0,0,0,36,0,60,88,0,51,0,0,0,0,0,36,64433,0,27190,0,0,0
2,medium,240,2,2,0.5,relocated_total,220,620,14,67,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1222279339,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,135,1959,51,0,0,86,89,0.055,0,0,25.9,59.2,0.24,24,0,24,120,0,6,0,0,0,200,4,0,0,0,36,0,60,88,0,51,0,0,0,0,0,36,64433,0,27190,0,0,0
3,medium,240,2,2,0.5,initial_food,960,180,21,96,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2715957755,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,123,1979,31,0,0,87,88,0.055,0,0,25.6,61.5,0.18,21,0,21,96,0,10.5,0,0,0,211,6,0,0,0,23,0,124,57,0,31,0,0,0,0,0,23,29353,0,31925,0,0,0
3,medium,240,2,2,0.5,relocated_early,220,620,7,31,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,850594708,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,152,1974,36,0,0,87,88,0.055,0,0,25.7,60.7,0.2,28,0,28,127,0,11.2,0,0,0,213,4,0,0,0,23,0,98,74,0,36,0,0,0,0,0,23,41787,0,31480,0,0,0
3,medium,240,2,2,0.5,relocated_late,220,620,17,77,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,554554168,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,218,1956,46,0,0,87,90,0.055,0,0,25.9,59.2,0.24,45,0,45,204,0,11.25,0,0,0,213,4,0,0,0,23,0,56,106,0,46,0,0,0,0,0,23,70112,0,28742,0,0,0
3,medium,240,2,2,0.5,relocated_total,220,620,24,108,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,554554168,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,218,1956,46,0,0,87,90,0.055,0,0,25.9,59.2,0.24,45,0,45,204,0,11.25,0,0,0,213,4,0,0,0,23,0,56,106,0,46,0,0,0,0,0,23,70112,0,28742,0,0,0
4,medium,240,2,2,0.5,initial_food,960,180,7,38,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2290829438,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,67,1982,22,0,0,85,88,0.055,0,0,25.6,61.5,0.18,7,0,7,38,0,3.5,0,0,0,167,45,0,0,0,28,0,137,52,0,22,0,0,0,0,0,28,21409,0,32287,0,0,0
4,medium,240,2,2,0.5,relocated_early,220,620,3,12,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1976012503,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,77,1979,25,0,0,84,88,0.055,0,0,25.7,60.7,0.2,10,0,10,50,0,4,0,0,0,200,12,0,0,0,28,0,112,69,0,25,0,0,0,0,0,28,32213,0,32272,0,0,0
4,medium,240,2,2,0.5,relocated_late,220,620,4,22,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1467996747,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,83,1960,38,0,0,85,90,0.055,0,0,25.9,59.2,0.24,14,0,14,72,0,3.5,0,0,0,201,11,0,0,0,28,0,76,92,0,38,0,0,0,0,0,28,45357,0,30430,0,0,0
4,medium,240,2,2,0.5,relocated_total,220,620,7,34,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1467996747,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,83,1960,38,0,0,85,90,0.055,0,0,25.9,59.2,0.24,14,0,14,72,0,3.5,0,0,0,201,11,0,0,0,28,0,76,92,0,38,0,0,0,0,0,28,45357,0,30430,0,0,0
5,medium,240,2,2,0.5,initial_food,960,180,2,8,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2313178572,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,35,1977,35,0,0,85,88,0.055,0,0,25.6,61.5,0.18,2,0,2,8,0,1,0,0,0,22,186,0,0,0,32,0,127,43,0,35,0,0,0,0,0,32,32308,0,30594,0,0,0
5,medium,240,2,2,0.5,relocated_early,220,620,4,17,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4020283847,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,49,1972,37,0,0,85,88,0.055,0,0,25.7,60.7,0.2,6,0,6,25,0,2.4,0,0,0,117,91,0,0,0,32,0,95,73,0,37,0,0,0,0,0,32,46688,0,29750,0,0,0
5,medium,240,2,2,0.5,relocated_late,220,620,31,169,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2354406864,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,202,1951,21,0,0,87,90,0.055,0,0,25.9,59.2,0.24,37,0,37,194,0,9.25,0,0,0,201,7,0,0,0,32,0,67,108,0,21,0,0,0,0,0,32,40168,0,26582,0,0,0
5,medium,240,2,2,0.5,relocated_total,220,620,35,186,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2354406864,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,202,1951,21,0,0,87,90,0.055,0,0,25.9,59.2,0.24,37,0,37,194,0,9.25,0,0,0,201,7,0,0,0,32,0,67,108,0,21,0,0,0,0,0,32,40168,0,26582,0,0,0
1,high,240,2,2,0.5,initial_food,960,180,3,13,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2411935752,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,33,1969,9,0,0,86,90,0.105,0,240,25.6,61.5,0.18,3,0,3,13,0,1.5,0,0,0,7,199,0,0,0,34,0,0,0,0,9,0,0,0,0,0,34,8277,0,31091,0,0,0
1,high,240,2,2,0.5,relocated_early,220,620,4,20,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,199156676,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,51,1966,13,0,0,86,90,0.105,0,240,25.7,60.7,0.2,7,0,7,33,0,2.8,0,0,0,124,82,0,0,0,34,0,0,0,0,13,0,0,0,0,0,34,13599,0,31705,0,0,0
1,high,240,2,2,0.5,relocated_late,220,620,11,57,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,22736331,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,104,1960,25,0,0,85,89,0.105,0,240,25.9,59.2,0.24,18,0,18,90,0,4.5,0,0,0,203,3,0,0,0,34,0,0,0,0,25,0,0,0,0,0,34,31312,0,30973,0,0,0
1,high,240,2,2,0.5,relocated_total,220,620,15,77,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,22736331,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,104,1960,25,0,0,85,89,0.105,0,240,25.9,59.2,0.24,18,0,18,90,0,4.5,0,0,0,203,3,0,0,0,34,0,0,0,0,25,0,0,0,0,0,34,31312,0,30973,0,0,0
2,high,240,2,2,0.5,initial_food,960,180,2,12,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1966899573,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,33,1970,15,0,0,86,90,0.105,0,240,25.6,61.5,0.18,2,0,2,12,0,1,0,0,0,3,201,0,0,0,36,0,0,0,0,15,0,0,0,0,0,36,14718,0,30423,0,0,0
2,high,240,2,2,0.5,relocated_early,220,620,1,3,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2705124101,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,34,1968,24,0,0,86,90,0.105,0,240,25.7,60.7,0.2,3,0,3,15,0,1.2,0,0,0,13,191,0,0,0,36,0,0,0,0,24,0,0,0,0,0,36,23182,0,30544,0,0,0
2,high,240,2,2,0.5,relocated_late,220,620,27,135,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2346926065,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,165,1961,20,0,0,86,89,0.105,0,240,25.9,59.2,0.24,30,0,30,150,0,7.5,0,0,0,197,7,0,0,0,36,0,0,0,0,20,0,0,0,0,0,36,36534,0,30270,0,0,0
2,high,240,2,2,0.5,relocated_total,220,620,28,138,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2346926065,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,165,1961,20,0,0,86,89,0.105,0,240,25.9,59.2,0.24,30,0,30,150,0,7.5,0,0,0,197,7,0,0,0,36,0,0,0,0,20,0,0,0,0,0,36,36534,0,30270,0,0,0
3,high,240,2,2,0.5,initial_food,960,180,3,16,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,240369943,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,35,1971,9,0,0,87,89,0.105,0,240,25.6,61.5,0.18,3,0,3,16,0,1.5,0,0,0,37,180,0,0,0,23,0,0,0,0,9,0,0,0,0,0,23,10208,0,32573,0,0,0
